ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
1355,Dietary Supplement/Medications/Remedy,Marichyadi Bati (Ayurvedic),Arsenic,6.5,ppm,Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1194,Food Other,Tea,Lead,1.8,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/22/2014 12:00:00 AM,No
474,Religious powder,Sindoor (orange powder),Lead,330000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/31/2012 12:00:00 AM,No
322,Food-Spice,Pepita,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,11/15/2011 12:00:00 AM,No
1387,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulm) (Ayurvedic),Mercury,36,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
147,Food-Spice,Masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/28/2011 12:00:00 AM,No
1529,Food-Spice,Biryani,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,No
8,Jewelry,String for amulet/tabeez,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,01/13/2011 12:00:00 AM,No
1019,Toys/Children's Products,Toy car,Lead,-1,ppm,Melissa and Doug,UNITED STATES,12/27/2013 12:00:00 AM,No
429,Cosmetics,Jackelin Gliter Eyeliner,Lead,-1,ppm,Pantina Cosmetics Inc,UNITED STATES,04/17/2012 12:00:00 AM,No
589,Dietary Supplement/Medications/Remedy,Bitters,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,09/07/2012 12:00:00 AM,No
888,Toys/Children's Products,Wooden block,Lead,39,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2013 12:00:00 AM,No
193,Toys/Children's Products,Crayon,Lead,3.3,ppm,UNKNOWN OR NOT STATED,CHINA,05/24/2011 12:00:00 AM,No
211,Food Other,Bon Bon Bum,Lead,-1,ppm,Colombina,DOMINICAN REPUBLIC,06/07/2011 12:00:00 AM,No
878,Food Other,Donitas,Lead,-1,ppm,"Fritos Totis, S.A. DE C.V.",MEXICO,07/26/2013 12:00:00 AM,No
736,Cosmetics,Tepezcohuite,Lead,-1,ppm,Technobotanica de Mexico,MEXICO,03/15/2013 12:00:00 AM,No
233,Cosmetics,Crema Santa Skin Lightening Cream,Mercury,-1,ppm,"Laboratorios Contifarma, C. por A",DOMINICAN REPUBLIC,06/23/2011 12:00:00 AM,No
1008,Toys/Children's Products,Crayon,Lead,-1,ppm,Rose Art,CHINA,12/19/2013 12:00:00 AM,No
1631,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Arsenic,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
1370,Dietary Supplement/Medications/Remedy,Arogyawardhini Bati (Shilajeet&Kutki) (Ayurvedic),Mercury,4200,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1597,Food-Spice,Mustard seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,12/11/2015 12:00:00 AM,No
453,Cosmetics,Surma (Hashmi),Lead,26000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,05/14/2012 12:00:00 AM,No
1531,Toys/Children's Products,Block,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,No
1265,Food-Spice,Svaneti salt,Lead,4100,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/29/2015 12:00:00 AM,No
1300,Dietary Supplement/Medications/Remedy,Gaisantak Bati (Ayurvedic),Arsenic,3.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
40,Jewelry,Earrings (Lady bug red/black ),Lead,69,ppm,UNKNOWN OR NOT STATED,KOREA - DEMOCRATIC PEOPLE'S REPUBLIC OF,03/09/2011 12:00:00 AM,No
850,Dietary Supplement/Medications/Remedy,Koosmanda Rasayanam (Ayurvedic),Mercury,0.13,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,07/17/2013 12:00:00 AM,No
1260,Food-Spice,Cinnamon,Lead,1.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,01/26/2015 12:00:00 AM,No
186,Food Other,Chinese yams (dried),Lead,2.2,ppm,UNKNOWN OR NOT STATED,CHINA,05/20/2011 12:00:00 AM,No
728,Jewelry,Pink Bracelet,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2013 12:00:00 AM,No
571,Toys/Children's Products,Crayon,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,09/04/2012 12:00:00 AM,No
50,Food-Spice,Ajwain,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/16/2011 12:00:00 AM,No
79,Food-Spice,Safflower-yellow flower,Lead,12,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/04/2011 12:00:00 AM,No
889,Food-Spice,Turmeric powder,Lead,510,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/29/2013 12:00:00 AM,No
844,Dietary Supplement/Medications/Remedy,Brihadwata Chintamani (Bhi. Ra.) (Ayurvedic),Mercury,140000,ppm,Kumar Ayurvedic Drugs,INDIA,07/17/2013 12:00:00 AM,No
1048,Toys/Children's Products,Toy figurine,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,02/04/2014 12:00:00 AM,No
856,Dietary Supplement/Medications/Remedy,Arogya Vati (Ayurvedic),Mercury,0.13,ppm,Patanjali Ayurved Limited,INDIA,07/17/2013 12:00:00 AM,No
762,Dietary Supplement/Medications/Remedy,Piperine 4 (Homeopathic),Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
1267,Food-Spice,Megnili Ajika,Lead,2300,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/29/2015 12:00:00 AM,No
555,Toys/Children's Products,Stocking Train,Lead,1.1,ppm,Melissa + Doug,UNITED STATES,08/10/2012 12:00:00 AM,No
436,Toys/Children's Products,Wooden block,Lead,-1,ppm,UNKNOWN OR NOT STATED,BRAZIL,04/23/2012 12:00:00 AM,No
770,Food-Spice,Asafoetida (Hing),Lead,1.7,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
30,Food-Spice,Chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/15/2011 12:00:00 AM,No
184,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,05/17/2011 12:00:00 AM,No
600,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Mercury,8300,ppm,UNKNOWN OR NOT STATED,INDIA,09/20/2012 12:00:00 AM,No
1589,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Arsenic,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
1305,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Arsenic,99,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
965,Dietary Supplement/Medications/Remedy,Madhunashini Vati (Ayurvedic),Arsenic,4.2,ppm,Divya Pharmacy,INDIA,11/15/2013 12:00:00 AM,No
1092,Cosmetics,NeoClear Body Butter,Mercury,-1,ppm,UNKNOWN OR NOT STATED,LEBANON,04/01/2014 12:00:00 AM,No
1011,Food Other,Dried shrimp/fish,Lead,-1,ppm,UNKNOWN OR NOT STATED,GHANA,12/23/2013 12:00:00 AM,No
1307,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Lead,35,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1358,Dietary Supplement/Medications/Remedy,Marichyadi Bati (Ayurvedic),Lead,3.2,ppm,Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.,INDIA,02/25/2015 12:00:00 AM,No
1432,Food-Spice,Kobeba sini,Lead,-1,ppm,UNKNOWN OR NOT STATED,EGYPT,02/26/2015 12:00:00 AM,No
1378,Dietary Supplement/Medications/Remedy,Chandraprabha Bati (Loha & Shilajeet) (Ayurvedic),Lead,71,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,02/25/2015 12:00:00 AM,No
158,Cosmetics,Face powder,Lead,2.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/04/2011 12:00:00 AM,No
123,Food-Spice,Turmeric powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/19/2011 12:00:00 AM,No
792,Food Other,Mango,Lead,62,ppm,UNKNOWN OR NOT STATED,MEXICO,05/30/2013 12:00:00 AM,No
1517,Dietary Supplement/Medications/Remedy,Talco,Lead,-1,ppm,Simonds,CHILE,07/24/2015 12:00:00 AM,No
646,Dietary Supplement/Medications/Remedy,SOMVA-34  (Ayurvedic),Lead,-1,ppm,Sheth Bros,INDIA,11/21/2012 12:00:00 AM,No
962,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Cadmium,-1,ppm,Gita Bhawan Ayurved Sansthan,INDIA,11/15/2013 12:00:00 AM,No
890,Food-Spice,Cumin powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/29/2013 12:00:00 AM,No
1173,Cosmetics,Yoko Whitening Cream,Lead,-1,ppm,Siam Yoko Ltd,THAILAND,08/06/2014 12:00:00 AM,No
1518,Toys/Children's Products,Crayon,Lead,1.6,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/06/2015 12:00:00 AM,No
1594,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Mercury,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
1366,Dietary Supplement/Medications/Remedy,Arogyawardhini Bati (Shilajeet&Kutki) (Ayurvedic),Arsenic,2.7,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
503,Food Other,Herbal Tea,Lead,0.53,ppm,UNKNOWN OR NOT STATED,JAPAN,06/08/2012 12:00:00 AM,No
1303,Dietary Supplement/Medications/Remedy,Gaisantak Bati (Ayurvedic),Mercury,1.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
390,Toys/Children's Products,Superman Toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,02/14/2012 12:00:00 AM,No
362,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Lead,1.1,ppm,Shree Aushadh Pratisthan,INDIA,01/23/2012 12:00:00 AM,No
630,Food-Spice,Black pepper,Lead,2.6,ppm,UNKNOWN OR NOT STATED,MOROCCO,10/22/2012 12:00:00 AM,No
682,Cosmetics,Kajal,Lead,6.3,ppm,Hashmi,PAKISTAN,12/18/2012 12:00:00 AM,No
1141,Dietary Supplement/Medications/Remedy,Sing-Lin Fritillary Bulb Extract,Mercury,-1,ppm,UNKNOWN OR NOT STATED,CHINA,06/02/2014 12:00:00 AM,No
1323,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Arsenic,50,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
66,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/25/2011 12:00:00 AM,No
1152,Other,Decoration particles,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/18/2014 12:00:00 AM,No
846,Dietary Supplement/Medications/Remedy,Vitisini,Mercury,13000,ppm,UNKNOWN OR NOT STATED,INDIA,07/17/2013 12:00:00 AM,No
1283,Jewelry,Bracelet,Lead,9.3,ppm,UNKNOWN OR NOT STATED,PAKISTAN,02/23/2015 12:00:00 AM,No
1021,Food Other,Teff Flour,Lead,4.5,ppm,UNKNOWN OR NOT STATED,ERITREA,01/08/2014 12:00:00 AM,No
1446,Cosmetics,Compact powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/16/2015 12:00:00 AM,No
295,Dietary Supplement/Medications/Remedy,Bo ying compound,Lead,2.3,ppm,Eu Yan Sang,HONG KONG,09/08/2011 12:00:00 AM,No
1005,Cosmetics,Kajal,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,12/12/2013 12:00:00 AM,No
1,Food-Spice,Turmeric powder,Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,01/04/2011 12:00:00 AM,No
1077,Cosmetics,Venus de Milo cream beauty soap,Lead,-1,ppm,UNKNOWN OR NOT STATED,JORDAN,04/01/2014 12:00:00 AM,No
1564,Food-Spice,Cumin,Lead,0.95,ppm,UNKNOWN OR NOT STATED,BANGLADESH,12/03/2015 12:00:00 AM,No
971,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Lead,-1,ppm,Meridian Pro,CHINA,11/15/2013 12:00:00 AM,No
463,Jewelry,Necklace,Lead,2.7,ppm,UNKNOWN OR NOT STATED,MEXICO,05/16/2012 12:00:00 AM,No
1414,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Lead,36,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
737,Cosmetics,Brown powder,Lead,0.38,ppm,UNKNOWN OR NOT STATED,MEXICO,03/15/2013 12:00:00 AM,No
446,Food-Spice,Fish Powder,Lead,-1,ppm,Namprik Maesri Ltd.,THAILAND,05/02/2012 12:00:00 AM,No
1007,Toys/Children's Products,Toy car,Lead,-1,ppm,Hot Wheels,THAILAND,12/17/2013 12:00:00 AM,No
1436,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,03/03/2015 12:00:00 AM,No
116,Food Other,Ambroxol Hydrochloride BP,Lead,-1,ppm,Square Pharmacuetical,BANGLADESH,04/18/2011 12:00:00 AM,No
1495,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,05/21/2015 12:00:00 AM,No
303,Food Other,Dried fruits,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/06/2011 12:00:00 AM,No
640,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/21/2012 12:00:00 AM,No
772,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
468,Dietary Supplement/Medications/Remedy,Loratadina,Lead,-1,ppm,"PRODUCTOS MAVER, S.A. DE C.V.",MEXICO,05/23/2012 12:00:00 AM,No
591,Toys/Children's Products,Yellow Oil Pastel,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/11/2012 12:00:00 AM,No
623,Food-Spice,Leafy spice,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/16/2012 12:00:00 AM,No
1064,Food-Spice,Cumin powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/28/2014 12:00:00 AM,No
701,Food-Spice,Chili powder,Lead,-1,ppm,National Foods Limited (intl division),PAKISTAN,01/25/2013 12:00:00 AM,No
813,Food-Spice,Sweet potatoes,Lead,-1,ppm,GERBER,UNITED STATES,06/12/2013 12:00:00 AM,No
115,Food-Spice,Cumin Powder,Lead,-1,ppm,Radhuni,BANGLADESH,04/18/2011 12:00:00 AM,No
674,Dietary Supplement/Medications/Remedy,Shatavari Capsules (Ayurvedic),Mercury,0.076,ppm,Goodcare Pharma (P) Ltd.,INDIA,12/03/2012 12:00:00 AM,No
1126,Dietary Supplement/Medications/Remedy,Napa Paracetamol,Lead,-1,ppm,BEXIMCO PHARMACEUTICALS LTD,BANGLADESH,05/16/2014 12:00:00 AM,No
1544,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,No
996,Dietary Supplement/Medications/Remedy,VigoRoyal (Ayurvedic),Arsenic,5.9,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
72,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Mercury,31000,ppm,Dabur India LTD.,INDIA,03/30/2011 12:00:00 AM,No
1345,Religious powder,Kumkuman,Arsenic,-1,ppm,Y.V.S.,INDIA,02/25/2015 12:00:00 AM,No
476,Religious powder,Sindoor,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/31/2012 12:00:00 AM,No
723,Food Other,Spicy Trail Mix,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/20/2013 12:00:00 AM,No
1600,Food-Spice,Coriander and Cumin powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,12/11/2015 12:00:00 AM,No
953,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras With Gold & Pearl (Ayurvedic),Lead,33,ppm,Dabur India Ltd.,INDIA,11/15/2013 12:00:00 AM,No
209,Food-Spice,Calcium Lactate Granules,Lead,-1,ppm,NCPC,CHINA,06/03/2011 12:00:00 AM,No
869,Dietary Supplement/Medications/Remedy,Gastrodia Tea or Gastrodia Tuber,Lead,-1,ppm,Jiangyin Tianjiang Herb Work Co.,CHINA,07/23/2013 12:00:00 AM,No
455,Dietary Supplement/Medications/Remedy,Gripe Water,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED KINGDOM,05/14/2012 12:00:00 AM,No
425,Food-Candy,Semaforo lollipop,Lead,-1,ppm,Dulces Vero S.A. DE C.V,MEXICO,04/11/2012 12:00:00 AM,No
985,Dietary Supplement/Medications/Remedy,Ibuprofen,Lead,-1,ppm,Famar Lyon,FRANCE,11/18/2013 12:00:00 AM,No
285,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/02/2011 12:00:00 AM,No
1485,Tableware/Pottery,Kansa Bowl and Spoon Set,Lead,4.6,MG/CM^2,UNKNOWN OR NOT STATED,INDIA,04/16/2015 12:00:00 AM,No
1286,Toys/Children's Products,Sensory Toy (purple grapes),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,02/25/2015 12:00:00 AM,No
783,Cosmetics,Trividol,Lead,-1,ppm,UNKNOWN OR NOT STATED,COLOMBIA,04/30/2013 12:00:00 AM,No
1397,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Mercury,6500,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
323,Food Other,Amaranto,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,11/15/2011 12:00:00 AM,No
228,Food-Spice,Hmely Sunele/Kenza,Lead,1300,ppm,UNKNOWN OR NOT STATED,GEORGIA,06/20/2011 12:00:00 AM,No
1314,Dietary Supplement/Medications/Remedy,Brahmi Bati (Ayurvedic),Lead,6.4,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
292,Food Other,Cheese ball,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/08/2011 12:00:00 AM,No
486,Dietary Supplement/Medications/Remedy,Betamil Syrup,Lead,-1,ppm,"Laboratorio CUBARBS, S.S.",DOMINICAN REPUBLIC,06/06/2012 12:00:00 AM,No
1120,Food-Spice,Georgian 'Adjeeka',Lead,45,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/29/2014 12:00:00 AM,No
247,Food-Spice,Turmeric,Lead,1.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,No
879,Dietary Supplement/Medications/Remedy,Sancochito Cough Syrup,Lead,-1,ppm,jarabe,DOMINICAN REPUBLIC,08/06/2013 12:00:00 AM,No
1466,Dietary Supplement/Medications/Remedy,Herbal powder,Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
185,Food Other,Chinese Mushrooms,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,05/20/2011 12:00:00 AM,No
1580,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,2.4,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
931,Food Other,Flour,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,10/22/2013 12:00:00 AM,No
364,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,100,ppm,Ban Labs Ltd.,INDIA,01/23/2012 12:00:00 AM,No
1006,Food-Spice,Curry powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,12/12/2013 12:00:00 AM,No
562,Toys/Children's Products,Red Dora knocker toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/13/2012 12:00:00 AM,No
1492,Cosmetics,Surma,Lead,710000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,05/06/2015 12:00:00 AM,No
1062,Food-Spice,Chili powder,Lead,1.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/28/2014 12:00:00 AM,No
413,Religious powder,Grayish Powder (Prashad),Lead,32,ppm,UNKNOWN OR NOT STATED,INDIA,04/05/2012 12:00:00 AM,No
1498,Food-Spice,Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,05/21/2015 12:00:00 AM,No
1627,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/ Tian Wang Bu Xin Wan,Mercury,200,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
1541,Toys/Children's Products,Wooden toy block,Lead,52,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/02/2015 12:00:00 AM,No
1404,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Mercury,6.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1275,Jewelry,Amulet-heart pendant,Lead,7.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/19/2015 12:00:00 AM,No
311,Food Other,Tamarind,Lead,1.1,ppm,UNKNOWN OR NOT STATED,MEXICO,10/20/2011 12:00:00 AM,No
1435,Food-Spice,Turmeric,Lead,490,ppm,UNKNOWN OR NOT STATED,BANGLADESH,03/03/2015 12:00:00 AM,No
1458,Dietary Supplement/Medications/Remedy,Herbal powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
305,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/18/2011 12:00:00 AM,No
790,Food Other,Pollito Alvbro,Lead,-1,ppm,"Productos Alvbro , S.A. DE C.V.",MEXICO,05/21/2013 12:00:00 AM,No
1218,Dietary Supplement/Medications/Remedy,Gulan Chagans Salt (Ayurvedic),Lead,0.77,ppm,UNKNOWN OR NOT STATED,INDIA,09/23/2014 12:00:00 AM,No
860,Other,Cardboard,Lead,3.8,ppm,General Mills,UNKNOWN OR NOT STATED,07/19/2013 12:00:00 AM,No
434,Toys/Children's Products,Plastic doll,Lead,-1,ppm,UNKNOWN OR NOT STATED,BRAZIL,04/23/2012 12:00:00 AM,No
438,Toys/Children's Products,Wooden toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,BRAZIL,04/23/2012 12:00:00 AM,No
1146,Dietary Supplement/Medications/Remedy,Gaseovet,Lead,-1,ppm,UNKNOWN OR NOT STATED,PERU,07/09/2014 12:00:00 AM,No
799,Dietary Supplement/Medications/Remedy,Sol Andino,Lead,1.8,ppm,Paraguay Sol Adino,PARAGUAY,06/07/2013 12:00:00 AM,No
578,Toys/Children's Products,Red toy train,Lead,28,ppm,Ludorum PLC RCIL,CHINA,09/05/2012 12:00:00 AM,No
200,Cosmetics,Kohl,Lead,300000,ppm,UNKNOWN OR NOT STATED,INDIA,06/01/2011 12:00:00 AM,No
1100,Cosmetics,Precious Ultra Brightening Gel,Mercury,-1,ppm,Precious Beauty Products Ltd,LEBANON,04/01/2014 12:00:00 AM,No
1434,Food-Spice,Cardamom,Lead,-1,ppm,UNKNOWN OR NOT STATED,EGYPT,02/26/2015 12:00:00 AM,No
708,Toys/Children's Products,Pacifier,Lead,2.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/02/2013 12:00:00 AM,No
1280,Cosmetics,Go Rash Talc,Lead,15,ppm,Globe Cosmetics,PAKISTAN,02/23/2015 12:00:00 AM,No
53,Food-Candy,Dulces Vero Mango,Lead,0.44,ppm,Dulces Vero,MEXICO,03/17/2011 12:00:00 AM,No
64,Food-Spice,Georgian spice,Lead,1.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,03/25/2011 12:00:00 AM,No
521,Paint Supplies,Washable Fingerpaint,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/23/2012 12:00:00 AM,No
867,Dietary Supplement/Medications/Remedy,Acorrus Rhizome,Lead,5.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/23/2013 12:00:00 AM,No
1135,Toys/Children's Products,Minio Twist Crayon,Lead,-1,ppm,Bazic,UNKNOWN OR NOT STATED,05/27/2014 12:00:00 AM,No
1261,Food-Spice,Cumin,Lead,3.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,01/26/2015 12:00:00 AM,No
126,Jewelry,Bracelet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/19/2011 12:00:00 AM,No
1268,Food-Spice,Turmeric,Lead,700,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/06/2015 12:00:00 AM,No
581,Food-Spice,Jamaican curry powder,Lead,-1,ppm,Grace Kennedy LTD,JAMAICA,09/07/2012 12:00:00 AM,No
1494,Toys/Children's Products,Toy phone,Lead,1300,ppm,UNKNOWN OR NOT STATED,CHINA,05/21/2015 12:00:00 AM,No
764,Jewelry,Tabiz,Lead,160,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
642,Religious powder,Sindoor,Lead,0.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/21/2012 12:00:00 AM,No
302,Toys/Children's Products,Crayon,Lead,-1,ppm,Creative Edge,CHINA,10/05/2011 12:00:00 AM,No
1041,Food-Spice,Hilbeh,Lead,-1,ppm,UNKNOWN OR NOT STATED,YEMEN,01/17/2014 12:00:00 AM,No
1336,Dietary Supplement/Medications/Remedy,Kaishore Guggulu (Ayurvedic),Arsenic,2.4,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
392,Toys/Children's Products,Plastic toy,Lead,350,ppm,UNKNOWN OR NOT STATED,CHINA,02/23/2012 12:00:00 AM,No
