"Indicator","PUBLISH STATES","Year","WHO region","Country","Residence Area Type","Display Value","Numeric","Low","High","Comments"
"Population using at least basic sanitation services (%)","Published","2016","Africa","Liberia","Rural","6","5.77385","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Liberia","Total","17","16.83281","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Liberia","Urban","28","27.77997","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Liberia","Rural","6","5.89320","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Liberia","Total","17","16.97352","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Liberia","Urban","28","27.74917","","",""
"Population using at least basic sanitation services (%)","Published","2000","Eastern Mediterranean","Libya","Total","97","97.41579","","",""
"Population using at least basic sanitation services (%)","Published","2001","Eastern Mediterranean","Libya","Total","98","97.57895","","",""
"Population using at least basic sanitation services (%)","Published","2002","Eastern Mediterranean","Libya","Total","98","97.74210","","",""
"Population using at least basic sanitation services (%)","Published","2003","Eastern Mediterranean","Libya","Total","98","97.90527","","",""
"Population using at least basic sanitation services (%)","Published","2004","Eastern Mediterranean","Libya","Total","98","98.06842","","",""
"Population using at least basic sanitation services (%)","Published","2005","Eastern Mediterranean","Libya","Total","98","98.23158","","",""
"Population using at least basic sanitation services (%)","Published","2006","Eastern Mediterranean","Libya","Total","98","98.39474","","",""
"Population using at least basic sanitation services (%)","Published","2007","Eastern Mediterranean","Libya","Total","99","98.55789","","",""
"Population using at least basic sanitation services (%)","Published","2008","Eastern Mediterranean","Libya","Total","99","98.72105","","",""
"Population using at least basic sanitation services (%)","Published","2009","Eastern Mediterranean","Libya","Total","99","98.88421","","",""
"Population using at least basic sanitation services (%)","Published","2010","Eastern Mediterranean","Libya","Total","99","99.04737","","",""
"Population using at least basic sanitation services (%)","Published","2011","Eastern Mediterranean","Libya","Total","99","99.21053","","",""
"Population using at least basic sanitation services (%)","Published","2012","Eastern Mediterranean","Libya","Total","99","99.37369","","",""
"Population using at least basic sanitation services (%)","Published","2013","Eastern Mediterranean","Libya","Total","100","99.53684","","",""
"Population using at least basic sanitation services (%)","Published","2014","Eastern Mediterranean","Libya","Total","100","99.70000","","",""
"Population using at least basic sanitation services (%)","Published","2015","Eastern Mediterranean","Libya","Total","100","99.86316","","",""
"Population using at least basic sanitation services (%)","Published","2016","Eastern Mediterranean","Libya","Total","100","100.00000","","",""
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Libya","Total","100","100.00000","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Lithuania","Rural","66","66.48067","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Lithuania","Total","84","84.31544","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Lithuania","Urban","93","93.10529","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Lithuania","Rural","68","67.57749","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Lithuania","Total","85","84.82603","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Lithuania","Urban","93","93.35275","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Lithuania","Rural","69","68.67430","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Lithuania","Total","85","85.33179","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Lithuania","Urban","94","93.60020","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Lithuania","Rural","70","69.77112","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Lithuania","Total","86","85.83907","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Lithuania","Urban","94","93.84765","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Lithuania","Rural","71","70.86793","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Lithuania","Total","86","86.34791","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Lithuania","Urban","94","94.09510","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Lithuania","Rural","72","71.96474","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Lithuania","Total","87","86.87620","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Lithuania","Urban","94","94.34255","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Lithuania","Rural","73","73.06155","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Lithuania","Total","87","87.42233","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Lithuania","Urban","95","94.59000","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Lithuania","Rural","74","74.15836","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Lithuania","Total","88","87.96724","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Lithuania","Urban","95","94.83746","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Lithuania","Rural","75","75.25518","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Lithuania","Total","89","88.51096","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Lithuania","Urban","95","95.08491","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Lithuania","Rural","76","76.35199","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Lithuania","Total","89","89.03884","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Lithuania","Urban","95","95.33235","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Lithuania","Rural","77","77.44881","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Lithuania","Total","90","89.55251","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Lithuania","Urban","96","95.57980","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Lithuania","Rural","79","78.54562","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Lithuania","Total","90","90.07956","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Lithuania","Urban","96","95.82726","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Lithuania","Rural","80","79.64243","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Lithuania","Total","91","90.62971","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Lithuania","Urban","96","96.07471","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Lithuania","Rural","81","80.73924","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Lithuania","Total","91","91.17762","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Lithuania","Urban","96","96.32216","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Lithuania","Rural","82","81.83605","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Lithuania","Total","92","91.72345","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Lithuania","Urban","97","96.56961","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Lithuania","Rural","83","82.93287","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Lithuania","Total","92","92.26721","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Lithuania","Urban","97","96.81706","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Lithuania","Rural","84","84.02968","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Lithuania","Total","93","92.81072","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Lithuania","Urban","97","97.06451","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Lithuania","Rural","85","85.12650","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Lithuania","Total","93","93.35364","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Lithuania","Urban","97","97.31197","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Luxembourg","Rural","99","98.83909","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Luxembourg","Total","98","97.71136","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Luxembourg","Urban","98","97.50000","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Luxembourg","Rural","99","98.83382","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Luxembourg","Total","98","97.70217","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Luxembourg","Urban","98","97.50000","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Luxembourg","Rural","99","98.82855","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Luxembourg","Total","98","97.69531","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Luxembourg","Urban","98","97.50000","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Luxembourg","Rural","99","98.82329","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Luxembourg","Total","98","97.68866","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Luxembourg","Urban","98","97.50000","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Luxembourg","Rural","99","98.81802","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Luxembourg","Total","98","97.68143","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Luxembourg","Urban","97","97.49912","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Luxembourg","Rural","99","98.81276","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Luxembourg","Total","98","97.67411","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Luxembourg","Urban","97","97.49789","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Luxembourg","Rural","99","98.80750","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Luxembourg","Total","98","97.66695","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Luxembourg","Urban","97","97.49666","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Luxembourg","Rural","99","98.80223","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Luxembourg","Total","98","97.65997","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Luxembourg","Urban","97","97.49542","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Luxembourg","Rural","99","98.79696","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Luxembourg","Total","98","97.65313","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Luxembourg","Urban","97","97.49419","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Luxembourg","Rural","99","98.79169","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Luxembourg","Total","98","97.64649","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Luxembourg","Urban","97","97.49296","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Luxembourg","Rural","99","98.78643","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Luxembourg","Total","98","97.64001","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Luxembourg","Urban","97","97.49173","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Luxembourg","Rural","99","98.78117","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Luxembourg","Total","98","97.63368","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Luxembourg","Urban","97","97.49049","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Luxembourg","Rural","99","98.77590","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Luxembourg","Total","98","97.62759","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Luxembourg","Urban","97","97.48927","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Luxembourg","Rural","99","98.77063","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Luxembourg","Total","98","97.62176","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Luxembourg","Urban","97","97.48803","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Luxembourg","Rural","99","98.76537","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Luxembourg","Total","98","97.61614","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Luxembourg","Urban","97","97.48680","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Luxembourg","Rural","99","98.76010","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Luxembourg","Total","98","97.61074","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Luxembourg","Urban","97","97.48557","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Luxembourg","Rural","99","98.75484","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Luxembourg","Total","98","97.60555","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Luxembourg","Urban","97","97.48434","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Luxembourg","Rural","99","98.74957","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Luxembourg","Total","98","97.60054","","",""
"Population using at least basic sanitation services (%)","Published","2017","Europe","Luxembourg","Urban","97","97.48310","","",""
"Population using at least basic sanitation services (%)","Published","2000","Africa","Madagascar","Rural","3","2.73394","","",""
"Population using at least basic sanitation services (%)","Published","2000","Africa","Madagascar","Total","5","4.55056","","",""
"Population using at least basic sanitation services (%)","Published","2000","Africa","Madagascar","Urban","9","9.43214","","",""
"Population using at least basic sanitation services (%)","Published","2001","Africa","Madagascar","Rural","3","2.99154","","",""
"Population using at least basic sanitation services (%)","Published","2001","Africa","Madagascar","Total","5","4.86128","","",""
"Population using at least basic sanitation services (%)","Published","2001","Africa","Madagascar","Urban","10","9.81768","","",""
"Population using at least basic sanitation services (%)","Published","2002","Africa","Madagascar","Rural","3","3.24913","","",""
"Population using at least basic sanitation services (%)","Published","2002","Africa","Madagascar","Total","5","5.17284","","",""
"Population using at least basic sanitation services (%)","Published","2002","Africa","Madagascar","Urban","10","10.20322","","",""
"Population using at least basic sanitation services (%)","Published","2003","Africa","Madagascar","Rural","3","3.48088","","",""
"Population using at least basic sanitation services (%)","Published","2003","Africa","Madagascar","Total","5","5.48856","","",""
"Population using at least basic sanitation services (%)","Published","2003","Africa","Madagascar","Urban","11","10.66762","","",""
"Population using at least basic sanitation services (%)","Published","2004","Africa","Madagascar","Rural","4","3.70883","","",""
"Population using at least basic sanitation services (%)","Published","2004","Africa","Madagascar","Total","6","5.80460","","",""
"Population using at least basic sanitation services (%)","Published","2004","Africa","Madagascar","Urban","11","11.13775","","",""
"Population using at least basic sanitation services (%)","Published","2005","Africa","Madagascar","Rural","4","3.93298","","",""
"Population using at least basic sanitation services (%)","Published","2005","Africa","Madagascar","Total","6","6.14608","","",""
"Population using at least basic sanitation services (%)","Published","2005","Africa","Madagascar","Urban","12","11.61363","","",""
"Population using at least basic sanitation services (%)","Published","2006","Africa","Madagascar","Rural","4","4.15334","","",""
"Population using at least basic sanitation services (%)","Published","2006","Africa","Madagascar","Total","6","6.49025","","",""
"Population using at least basic sanitation services (%)","Published","2006","Africa","Madagascar","Urban","12","12.09526","","",""
"Population using at least basic sanitation services (%)","Published","2007","Africa","Madagascar","Rural","4","4.36989","","",""
"Population using at least basic sanitation services (%)","Published","2007","Africa","Madagascar","Total","7","6.83724","","",""
"Population using at least basic sanitation services (%)","Published","2007","Africa","Madagascar","Urban","13","12.58262","","",""
"Population using at least basic sanitation services (%)","Published","2008","Africa","Madagascar","Rural","5","4.58266","","",""
"Population using at least basic sanitation services (%)","Published","2008","Africa","Madagascar","Total","7","7.18748","","",""
"Population using at least basic sanitation services (%)","Published","2008","Africa","Madagascar","Urban","13","13.07573","","",""
"Population using at least basic sanitation services (%)","Published","2009","Africa","Madagascar","Rural","5","4.79162","","",""
"Population using at least basic sanitation services (%)","Published","2009","Africa","Madagascar","Total","8","7.54078","","",""
"Population using at least basic sanitation services (%)","Published","2009","Africa","Madagascar","Urban","14","13.57458","","",""
"Population using at least basic sanitation services (%)","Published","2010","Africa","Madagascar","Rural","5","4.99679","","",""
"Population using at least basic sanitation services (%)","Published","2010","Africa","Madagascar","Total","8","7.89752","","",""
"Population using at least basic sanitation services (%)","Published","2010","Africa","Madagascar","Urban","14","14.07917","","",""
"Population using at least basic sanitation services (%)","Published","2011","Africa","Madagascar","Rural","5","5.19816","","",""
"Population using at least basic sanitation services (%)","Published","2011","Africa","Madagascar","Total","8","8.25786","","",""
"Population using at least basic sanitation services (%)","Published","2011","Africa","Madagascar","Urban","15","14.58951","","",""
"Population using at least basic sanitation services (%)","Published","2012","Africa","Madagascar","Rural","5","5.39574","","",""
"Population using at least basic sanitation services (%)","Published","2012","Africa","Madagascar","Total","9","8.62203","","",""
"Population using at least basic sanitation services (%)","Published","2012","Africa","Madagascar","Urban","15","15.10558","","",""
"Population using at least basic sanitation services (%)","Published","2013","Africa","Madagascar","Rural","6","5.58951","","",""
"Population using at least basic sanitation services (%)","Published","2013","Africa","Madagascar","Total","9","8.99015","","",""
"Population using at least basic sanitation services (%)","Published","2013","Africa","Madagascar","Urban","16","15.62740","","",""
"Population using at least basic sanitation services (%)","Published","2014","Africa","Madagascar","Rural","6","5.77949","","",""
"Population using at least basic sanitation services (%)","Published","2014","Africa","Madagascar","Total","9","9.36256","","",""
"Population using at least basic sanitation services (%)","Published","2014","Africa","Madagascar","Urban","16","16.15496","","",""
"Population using at least basic sanitation services (%)","Published","2015","Africa","Madagascar","Rural","6","5.96568","","",""
"Population using at least basic sanitation services (%)","Published","2015","Africa","Madagascar","Total","10","9.73928","","",""
"Population using at least basic sanitation services (%)","Published","2015","Africa","Madagascar","Urban","17","16.68827","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Madagascar","Rural","6","6.14806","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Madagascar","Total","10","10.12064","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Madagascar","Urban","17","17.22731","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Madagascar","Rural","6","6.32665","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Madagascar","Total","11","10.50676","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Madagascar","Urban","18","17.77210","","",""
"Population using at least basic sanitation services (%)","Published","2000","Africa","Malawi","Rural","19","18.88768","","",""
"Population using at least basic sanitation services (%)","Published","2000","Africa","Malawi","Total","21","20.79740","","",""
"Population using at least basic sanitation services (%)","Published","2000","Africa","Malawi","Urban","32","31.95896","","",""
"Population using at least basic sanitation services (%)","Published","2001","Africa","Malawi","Rural","19","19.22829","","",""
"Population using at least basic sanitation services (%)","Published","2001","Africa","Malawi","Total","21","21.11747","","",""
"Population using at least basic sanitation services (%)","Published","2001","Africa","Malawi","Urban","32","32.08160","","",""
"Population using at least basic sanitation services (%)","Published","2002","Africa","Malawi","Rural","20","19.56873","","",""
"Population using at least basic sanitation services (%)","Published","2002","Africa","Malawi","Total","21","21.43703","","",""
"Population using at least basic sanitation services (%)","Published","2002","Africa","Malawi","Urban","32","32.20434","","",""
"Population using at least basic sanitation services (%)","Published","2003","Africa","Malawi","Rural","20","19.90899","","",""
"Population using at least basic sanitation services (%)","Published","2003","Africa","Malawi","Total","22","21.75620","","",""
"Population using at least basic sanitation services (%)","Published","2003","Africa","Malawi","Urban","32","32.32718","","",""
"Population using at least basic sanitation services (%)","Published","2004","Africa","Malawi","Rural","20","20.24908","","",""
"Population using at least basic sanitation services (%)","Published","2004","Africa","Malawi","Total","22","22.07484","","",""
"Population using at least basic sanitation services (%)","Published","2004","Africa","Malawi","Urban","32","32.45011","","",""
"Population using at least basic sanitation services (%)","Published","2005","Africa","Malawi","Rural","21","20.58900","","",""
"Population using at least basic sanitation services (%)","Published","2005","Africa","Malawi","Total","22","22.39310","","",""
"Population using at least basic sanitation services (%)","Published","2005","Africa","Malawi","Urban","33","32.57314","","",""
"Population using at least basic sanitation services (%)","Published","2006","Africa","Malawi","Rural","21","20.92875","","",""
"Population using at least basic sanitation services (%)","Published","2006","Africa","Malawi","Total","23","22.71082","","",""
"Population using at least basic sanitation services (%)","Published","2006","Africa","Malawi","Urban","33","32.69627","","",""
"Population using at least basic sanitation services (%)","Published","2007","Africa","Malawi","Rural","21","21.26833","","",""
"Population using at least basic sanitation services (%)","Published","2007","Africa","Malawi","Total","23","23.02815","","",""
"Population using at least basic sanitation services (%)","Published","2007","Africa","Malawi","Urban","33","32.81950","","",""
"Population using at least basic sanitation services (%)","Published","2008","Africa","Malawi","Rural","22","21.60773","","",""
"Population using at least basic sanitation services (%)","Published","2008","Africa","Malawi","Total","23","23.34495","","",""
"Population using at least basic sanitation services (%)","Published","2008","Africa","Malawi","Urban","33","32.94282","","",""
"Population using at least basic sanitation services (%)","Published","2009","Africa","Malawi","Rural","22","21.94696","","",""
"Population using at least basic sanitation services (%)","Published","2009","Africa","Malawi","Total","24","23.66256","","",""
"Population using at least basic sanitation services (%)","Published","2009","Africa","Malawi","Urban","33","33.06624","","",""
"Population using at least basic sanitation services (%)","Published","2010","Africa","Malawi","Rural","22","22.28602","","",""
"Population using at least basic sanitation services (%)","Published","2010","Africa","Malawi","Total","24","23.98090","","",""
"Population using at least basic sanitation services (%)","Published","2010","Africa","Malawi","Urban","33","33.18975","","",""
"Population using at least basic sanitation services (%)","Published","2011","Africa","Malawi","Rural","23","22.62491","","",""
"Population using at least basic sanitation services (%)","Published","2011","Africa","Malawi","Total","24","24.30000","","",""
"Population using at least basic sanitation services (%)","Published","2011","Africa","Malawi","Urban","33","33.31337","","",""
"Population using at least basic sanitation services (%)","Published","2012","Africa","Malawi","Rural","23","22.96362","","",""
"Population using at least basic sanitation services (%)","Published","2012","Africa","Malawi","Total","25","24.61969","","",""
"Population using at least basic sanitation services (%)","Published","2012","Africa","Malawi","Urban","33","33.43708","","",""
"Population using at least basic sanitation services (%)","Published","2013","Africa","Malawi","Rural","23","23.30217","","",""
"Population using at least basic sanitation services (%)","Published","2013","Africa","Malawi","Total","25","24.94007","","",""
"Population using at least basic sanitation services (%)","Published","2013","Africa","Malawi","Urban","34","33.56089","","",""
"Population using at least basic sanitation services (%)","Published","2014","Africa","Malawi","Rural","24","23.64054","","",""
"Population using at least basic sanitation services (%)","Published","2014","Africa","Malawi","Total","25","25.26088","","",""
"Population using at least basic sanitation services (%)","Published","2014","Africa","Malawi","Urban","34","33.68480","","",""
"Population using at least basic sanitation services (%)","Published","2015","Africa","Malawi","Rural","24","23.97874","","",""
"Population using at least basic sanitation services (%)","Published","2015","Africa","Malawi","Total","26","25.58232","","",""
"Population using at least basic sanitation services (%)","Published","2015","Africa","Malawi","Urban","34","33.80880","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Malawi","Rural","24","24.31676","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Malawi","Total","26","25.90400","","",""
"Population using at least basic sanitation services (%)","Published","2016","Africa","Malawi","Urban","34","33.93290","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Malawi","Rural","25","24.65462","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Malawi","Total","26","26.22615","","",""
"Population using at least basic sanitation services (%)","Published","2017","Africa","Malawi","Urban","34","34.05710","","",""
"Population using at least basic sanitation services (%)","Published","2000","Western Pacific","Malaysia","Rural","94","94.37543","","",""
"Population using at least basic sanitation services (%)","Published","2000","Western Pacific","Malaysia","Total","97","96.80332","","",""
"Population using at least basic sanitation services (%)","Published","2000","Western Pacific","Malaysia","Urban","98","98.29283","","",""
"Population using at least basic sanitation services (%)","Published","2001","Western Pacific","Malaysia","Rural","95","94.68286","","",""
"Population using at least basic sanitation services (%)","Published","2001","Western Pacific","Malaysia","Total","97","97.02488","","",""
"Population using at least basic sanitation services (%)","Published","2001","Western Pacific","Malaysia","Urban","98","98.40495","","",""
"Population using at least basic sanitation services (%)","Published","2002","Western Pacific","Malaysia","Rural","95","94.99030","","",""
"Population using at least basic sanitation services (%)","Published","2002","Western Pacific","Malaysia","Total","97","97.24236","","",""
"Population using at least basic sanitation services (%)","Published","2002","Western Pacific","Malaysia","Urban","99","98.51707","","",""
"Population using at least basic sanitation services (%)","Published","2003","Western Pacific","Malaysia","Rural","95","95.29772","","",""
"Population using at least basic sanitation services (%)","Published","2003","Western Pacific","Malaysia","Total","97","97.45585","","",""
"Population using at least basic sanitation services (%)","Published","2003","Western Pacific","Malaysia","Urban","99","98.62920","","",""
"Population using at least basic sanitation services (%)","Published","2004","Western Pacific","Malaysia","Rural","96","95.60516","","",""
"Population using at least basic sanitation services (%)","Published","2004","Western Pacific","Malaysia","Total","98","97.66542","","",""
"Population using at least basic sanitation services (%)","Published","2004","Western Pacific","Malaysia","Urban","99","98.74131","","",""
"Population using at least basic sanitation services (%)","Published","2005","Western Pacific","Malaysia","Rural","96","95.91258","","",""
"Population using at least basic sanitation services (%)","Published","2005","Western Pacific","Malaysia","Total","98","97.87102","","",""
"Population using at least basic sanitation services (%)","Published","2005","Western Pacific","Malaysia","Urban","99","98.85343","","",""
"Population using at least basic sanitation services (%)","Published","2006","Western Pacific","Malaysia","Rural","96","96.22001","","",""
"Population using at least basic sanitation services (%)","Published","2006","Western Pacific","Malaysia","Total","98","98.07278","","",""
"Population using at least basic sanitation services (%)","Published","2006","Western Pacific","Malaysia","Urban","99","98.96555","","",""
"Population using at least basic sanitation services (%)","Published","2007","Western Pacific","Malaysia","Rural","97","96.52744","","",""
"Population using at least basic sanitation services (%)","Published","2007","Western Pacific","Malaysia","Total","98","98.27077","","",""
"Population using at least basic sanitation services (%)","Published","2007","Western Pacific","Malaysia","Urban","99","99.07767","","",""
"Population using at least basic sanitation services (%)","Published","2008","Western Pacific","Malaysia","Rural","97","96.83487","","",""
"Population using at least basic sanitation services (%)","Published","2008","Western Pacific","Malaysia","Total","98","98.46507","","",""
"Population using at least basic sanitation services (%)","Published","2008","Western Pacific","Malaysia","Urban","99","99.18979","","",""
"Population using at least basic sanitation services (%)","Published","2009","Western Pacific","Malaysia","Rural","97","97.14230","","",""
"Population using at least basic sanitation services (%)","Published","2009","Western Pacific","Malaysia","Total","99","98.65565","","",""
"Population using at least basic sanitation services (%)","Published","2009","Western Pacific","Malaysia","Urban","99","99.30191","","",""
"Population using at least basic sanitation services (%)","Published","2010","Western Pacific","Malaysia","Rural","97","97.44973","","",""
"Population using at least basic sanitation services (%)","Published","2010","Western Pacific","Malaysia","Total","99","98.84265","","",""
"Population using at least basic sanitation services (%)","Published","2010","Western Pacific","Malaysia","Urban","99","99.41403","","",""
"Population using at least basic sanitation services (%)","Published","2011","Western Pacific","Malaysia","Rural","98","97.75716","","",""
"Population using at least basic sanitation services (%)","Published","2011","Western Pacific","Malaysia","Total","99","99.02392","","",""
"Population using at least basic sanitation services (%)","Published","2011","Western Pacific","Malaysia","Urban","100","99.52615","","",""
"Population using at least basic sanitation services (%)","Published","2012","Western Pacific","Malaysia","Rural","98","98.06459","","",""
"Population using at least basic sanitation services (%)","Published","2012","Western Pacific","Malaysia","Total","99","99.20197","","",""
"Population using at least basic sanitation services (%)","Published","2012","Western Pacific","Malaysia","Urban","100","99.63827","","",""
"Population using at least basic sanitation services (%)","Published","2013","Western Pacific","Malaysia","Rural","98","98.37202","","",""
"Population using at least basic sanitation services (%)","Published","2013","Western Pacific","Malaysia","Total","99","99.37727","","",""
"Population using at least basic sanitation services (%)","Published","2013","Western Pacific","Malaysia","Urban","100","99.75039","","",""
"Population using at least basic sanitation services (%)","Published","2014","Western Pacific","Malaysia","Rural","99","98.67945","","",""
"Population using at least basic sanitation services (%)","Published","2014","Western Pacific","Malaysia","Total","100","99.54991","","",""
"Population using at least basic sanitation services (%)","Published","2014","Western Pacific","Malaysia","Urban","100","99.86251","","",""
"Population using at least basic sanitation services (%)","Published","2015","Western Pacific","Malaysia","Rural","99","98.67945","","",""
"Population using at least basic sanitation services (%)","Published","2015","Western Pacific","Malaysia","Total","100","99.55743","","",""
"Population using at least basic sanitation services (%)","Published","2015","Western Pacific","Malaysia","Urban","100","99.86251","","",""
